Project Name,Item ARK,Parent ARK,viewingHint,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.genre,Rights.publicationStatus,Rights.status,Rights.statementLocal,Name.repository,Name.subject,Name.creator,Rights.servicesContact,Format.medium,Description.note,Date.creation,Format.dimensions,Title,Alt ID.local,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d1v76,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0066.tif,64,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of two hands grasping a square object that may be a book.  Annotated in Gill’s hand: “from AF” and “for S. Thos. More”,1937 November 5,10.75 x 9.75 inches,Untitled (for S. Thos. More),CEG66,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v76,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v76/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v8q,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0067.tif,65,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of hand and forearm in two poses.  Annotated in Gill’s hand: “DMH” and initialed “EG.”,1938 March 19,10.25 x 14.75 inches,Untitled (DMH),CEG67,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v8q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v8q/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v97,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0068.tif,66,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Drawing of a seated nude male figure shown from the foot to the waist,1927 July 12,9 x 11.5 inches,Untitled,CEG68,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v97,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v97/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vbr,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0069.tif,67,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Drawing of a knee from the front,1925 May 10,4.75 x 6.75 inches,Untitled,CEG69,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vbr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vbr/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vc8,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0070.tif,68,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,A foot and ankle drawn in two poses. Annotated in Gill’s hand: “EG from D.J.”,1923 May 9,6 x 7 inches,Untitled,CEG70,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vc8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vc8/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vgt,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0073.tif,71,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Drawing of two feet, each at a different angle",undated,8.5 x 11.25 inches,Untitled,CEG73,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vgt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vgt/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vnd,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0078.tif,76,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of a nude figure’s legs and feet in various positions.,undated,7 x 10 inches,Untitled,CEG78,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vnd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vnd/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vpx,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0079.tif,77,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of nude figure’s legs in different poses.,undated,7 x 10 inches,Untitled,CEG79,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vpx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vpx/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vrz,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0081.tif,79,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil and watercolor on paper,"Two poses of a nude female figure, one a side view and the other a three-quarter view.  On the bottom are the initials “EG” and the words “from photos.” Alternate number: ""DC56.""",1926 February 22,8 x 10 inches,Untitled,CEG81,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vrz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vrz/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vsg,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0082.tif,80,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Nude male figure in two poses, one seen from behind (mainly torso) and one a detail of the back of the left arm and shoulder.",1926 June 2,8 x 10.625 inches,Untitled,CEG82,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vsg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vsg/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vt0,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0083.tif,81,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Nude made figure, shown from shoulders to knees with arms lifted",1926 June 2,8 x 10.625 inches,Untitled,CEG83,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vt0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vt0/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vvh,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0084.tif,82,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Nude male sketch showing the figure from torso to knees,1926 June 2,8 x 10.625 inches,Untitled,CEG84,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vvh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vvh/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vw1,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0085.tif,83,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil and crayon on paper,Nude male torso seen from the left side with arm lifted,1926 June 2,8 x 10.625 inches,Untitled,CEG85,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vw1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vw1/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vxj,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0086.tif,84,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,Pencil and crayon on paper,"Nude female figures in two different poses, one standing and one seated.",1926 June 3,8 x 10.625 inches,Untitled,CEG86,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vxj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vxj/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1vz2,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0087.tif,85,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Seated nude female figure, drawn from neck to knees.",1926 June 3,8 x 10.625 inches,Untitled,CEG87,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1vz2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1vz2/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w02,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0088.tif,86,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Nude female figure.  Drawn standing with arms crossed. Shown from torso to mid-calf.,1926 June 3,8 x 10.625 inches,Untitled,CEG88,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w02/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w1k,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0089.tif,87,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil and crayon on paper,"Seated nude female figure, drawn in two poses with legs crossed",1926 June 3,8 x 10.625 inches,Untitled,CEG89,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w1k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w1k/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w23,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0090.tif,88,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper with orange crayon accent,"Seated, nude female figure.  Figure is drawn from shoulders to knees. Alternate number: ""4""",1926 May 29,8.25 x 10.625 inches,Untitled,CEG90,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w23/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w3m,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0091.tif,89,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Seated, nude female figure.  Figure is drawn with arms reaching upward, but only shown from armpit to above the ankle.",1926 May 29,8.25 x 10.625 inches,Untitled,CEG91,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w3m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w3m/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w44,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0092.tif,90,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Three nude female figures, their bodies leaning forward. Each one is seen from the shoulders to about the knees",1926 May 29,8.25 x 10.625 inches,Untitled,CEG92,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w44/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w5n,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0093.tif,91,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,Pencil on paper with orange crayon accent.,"Seated, nude female figure, seen from the front.  Signed with intials “EG.”",1926 May 29,8.25 x 10.625 inches,Untitled,CEG93,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w5n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w5n/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1w65,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0094.tif,92,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Nude female reclining, seen from torso to knees.  Signed with intials “EG.”",1926 May 29,8.25 x 10.625 inches,Untitled,CEG94,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1w65,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1w65/manifest
Eric Gill Artwork Collection,ark:/21198/n1jg9x,ark:/21198/zz002czw6v,paged,,,Work,,93,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,Pencil on tracing paper,"A note in the box states that these drawings are, “A collection of pages from a sketch book used by my Father Eric Gill in Paris, Joanna Hague (nee Gill).” The drawings consist of 12 nudes drawn from life, some dated August 29, 1938.",1938,8.5 x 10 drawings in a 9 x 11.5 inches case,Paris sketchbook,CEG102-113,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fn1jg9x/manifest
