Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL,IIIF Manifest URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcq70,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwd0,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-052,"Agreement, 1905 September 23",1905 September 23,"Agreement for dance performance by Isadora Duncan on September 27. Signed by Otto Plöcker-Eckhardt, Frankfurt, 23 September 1905.","Folded, with 2 holes punched along left center edge. Tears and folds along upper edge. Folds, tears and paper loss along lower edge.","Typescript, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcq70/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcq8h,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwfh,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-054,"[Agreement], 1905 September 19",1905 September 19,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on September 29 at Kaiser Saal, Halle. Signed by Sally Liebling, Berlin, 19 September 1905.|~|Note in orange crayon on page 2.","Folded, with 2 holes punched along left center edge. Tear along right edge at center fold.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcq8h/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcq91,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwkk,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-056,"[Agreement], 1905 September 5",1905 September 5,"Agreement for dance performance by Isadora Duncan on November 24, Albert Halle, Leipzig. Signed by Sally Liebling, Berlin, 5 September 1905.","Folded, with 2 holes puchend along left center edges. Tear on left edge center fold on page 1. Tear on right edge center fold through middle of page 1.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcq91/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqbj,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwqn,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-057,"[Agreement], 1905 September 19",1905 September 19,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on November 28, 29 and 30. Signed by representative [illegible] for Central-Theatres, Dresden, 19 September 1905.","Folded, with 2 holes punched along left center edges. Tear on lower edge center fold.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqbj/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqc2,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwvq,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-058,"[Agreement], 1906 May 8",1906 May 8,"Agreement for dance performances by Isadora Duncan under the management of Direktion Vereinigter Künste on May 1, 2m, 4, 5 and 6. Signed by Albert [R____], Stockholm, 8 March 1906, and Edward Gordon Craig, Stockholm, 8 March 1906.","Folded, with 2 holes punched along left center edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqc2/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqdk,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcx08,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-059,"[Agreement], 1906 March 10",1906 March 11,"Agreement for dance performances by Isadora Duncan on March 27 and 29. Signed by Ernst Schrumpf and Wilhelm Braun, München-Berlin, 11 March 1906.","Folded, with 2 holes punched along left center edge. Tears along top left edge.","Typescript, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqdk/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqf3,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcx1s,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-060,"[Agreement], 1906 March 17",1906 March 17,"Agreement for dance performance by Isadora Duncan under the management of Direktion Vereinigter Künste on March 22. Signed by Edward Gordon Craig for Direktion Vereinigter Künste, Berlin, 17 March 1906, and Julius Rudolph, Hannover, 18 March 1906.","Folded, with 2 holes punched along left center edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqf3/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqgm,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcx5v,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-061,"[Agreement], 1906 March 2",1906 March 2,"Agreement for dance performance by Isadora Duncan under the management of Direktion Vereinigter Künste on March 10. Signed by Edward Gordon Craig for Direktion Vereinigter Künste, Berlin, 2 March 1906, and Julius Rudolph, Hannover, 2 March 1906.","Folded, with 2 holes punched along cente left edges.","Print, 1 leaf (4 pages), folded, with typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqgm/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqh4,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcx9x,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-062,"[Agreement], 1906 Febrary 10",1906 February 10,"Agreement for dance performance of ""Iphigenie"" by Isadora Duncan under the management of Direktion Vereinigter Künste in Flensburg, no date. Signed by Sally Liebling and Emil [illegible], Berlin, 10 February 1906, and Edward Gordon Craig for Direktion Vereinigter Künste, Berlin, 10 February 1906.",,"Print, 1 leaf (4 pages), with typescript and manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqh4/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqjn,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcxf0,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-063,"[Agreement], 1906 February 10",1906 February 10,"Agreement for dance performance of ""Tanz Idyllen"" by Isadora Duncan under the management of Direktion Vereinigter Künste, date not specified, in Kiel. Signed by Sally Liebling and Emil [illegible], Berlin, 10 February 1906, and Edward Gordon Craig for Direktion Vereinigter Künste, Berlin, 10 February 1906.","Folded, with 3 holes punched along left center edges. Tears and folds along lower edges.","Print, 1 leaf (4 pages), folded, with typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqjn/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqk5,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcxk2,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-064,"[Agreement], 1906 February 9",1906 February 9,"Agreement for dance performance of ""Tanz Idyllen"" by Isadora Duncan under the management of Direktion Vereinigter Künste, February 26, in Lübeck. Signed by Sally Liebling and Emil [illegible], Berlin, 9 February 1906, and Edward Gordon Craig for Direktion Vereinigter Künste, Berlin, 9 February 1906.","Folded, with 2 holes punched along center left edges.","Print, 1 leaf (4 pages), folded, with typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqk5/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqmp,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcxq4,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-065,"[Agreement], 1906 January 24",1906 January 24,"Agreement for dance performance of ""Tanz-Idyllen"" by Isadora Duncan under management of Direktion Vereinigter Künste on February 12, Bellevue Theater, Stettin. Signed by Sally Liebling, Berlin, 24 January 1906.","Folded, with 2 holes punched along left center edges.","Print, 1 leaf (4 pages), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqmp/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqn6,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcxv6,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-066,"[Agreement], 1906 January 24",1906 January 24,"Agreement for dance performance of ""Tanz-Idyllen"" by Isadora Duncan under management of Direktion Vereinigter Künste on February 9, Wilhelm-Theater, Görlitz. Signed by Sally Liebling, Berlin, 24 January 1906.","Folded, with 2 holes punched along left center edges. Paper loss at upper left corner, page 4.","Print, 1 leaf (4 pages), folded, with manuscript and typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqn6/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqpq,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcz0r,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-067,"[Agreement], 1905 December 28",1905 December 28,"Agreement for dance performances by Isadora Duncan under management of Direktion Vereinigter Künste on January 23 and 30, February 1 and 6, 1906. Signed by [illegible], Berlin (?), 28 December 1905, and Edward Gordon Craig for Direktion Vereinigter Künste","Folded, with 3 holes punched along left center edges. Tear at center fold on lower edge.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqpq/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqq7,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcz4t,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-068,"[Agreement], 1905 December 21",1905 December 21,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on January 20, Albert Halle, Leipzig. Signed by Sally Liebling and [illegible], Berlin, 21 December 1905.","Folded, with 4 holes punched along and through left center edges. Tears, folds and paper loss along lower edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqq7/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqrr,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcz8w,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-069,"[Agreement], 1905 December 1",1905 December 21,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on January 20, Albert Halle, Leipzig. Dated Berlin, 21 December 1905, [not signed].","Folded, with 3 holes punched along center left edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqrr/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcqs8,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hczdz,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-070,"[Agreement], 1905 December 28",1905 December 28,"Agreement for dance performances by Isadora Duncan under management of Direktion Vereinigter Künste on January 13, 14, 17, 18 or 20, 1906 at Halle o/s Magdeburg, Leipzig. Signed by Edward Gordon Craig, Berlin, 28 December 1905, and [illegible] Sachs(?) and Sally Liebling, 28 December 1905.","Folded, with 2 holes punched along left center edges. Tear above lower hole on page 1.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcqs8/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd82k,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9cq,text,paged,,,,copyrighted,,,,,,,"13. Programs 1906, 1908|~|5",3,4. Material about Isadora Duncan,,1. Isadora Duncan,000-001,"Miss Isadora Duncan Programm der Tanz-Idyllen, [1906]",[1906],2 copies of program. Copy 1 Greek style decorations on front and back covers. Wit this: circular cutout of Greek style decoration from back cover.,,"Print, folded.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd82k/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd833,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9hs,text,paged,,,,copyrighted,,,,,,,"13. Programs 1906, 1908|~|5",3,4. Material about Isadora Duncan,,1. Isadora Duncan,000-002,"Miss Isadora Duncan Programm der Tanz-Idyllen, [1906]",[1906],2 copies of program. Copy 2 Greek style decorations on front and back covers. Wit this: circular cutout of Greek style decoration from back cover.,,"Print, folded.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd833/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd84m,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9nv,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-016,"Gastspiel-Contract, n.d.",no date,Draft(?) contract for a performance by Isadora Duncan in Prague.,"Folded, with 2 holes punched near left center edge. Small tears along right edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd84m/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd854,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9sx,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-017,"[Contract with Isadora Duncan and Direktion Vereinigter Künste], [no year] November",[no year] Nov,"Draft(?) contract for a dance performance by Isadora Duncan. Signed by Isadora Duncan, no date.","Folded, with 2 holes punched near center left edge.","Print, 1 leaf (4 pages), folded, with annotations by Edward Gordon Craig.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd854/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd86n,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9x0,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-029,"[Partial contract?], Kaeferstein, Berlin, n.d.",no date,"Agreement between Isadora and Elizabeth Duncan and [illegible] Kaeferstein, incomplete. Possibly dated April 1894-February 1898?, but inconsistent with Duncan's biography.","Folded, with 2 holes punched along center left edge. Tears along upper and lower edges, with some paper loss.","Typescript(carbon), 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd86n/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd875,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9zh,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-030,"[Standard contract for Isadora Duncan and Direktion Vereinigter Künste], 1906",1906,"Contract partially annotated by Edward Gordon Craig, December 12,15 and 18, 1906, ""Fill in"" noted in place for contract venue. Other annotations in an unidentified hand.|~|EGC has written on last page, ""The alteration of [  ] not to cost Miss Duncan more than 100 roubles at the outmost.""","Folded, 2 holes along center left edges.","Print, 1 leaf (4 pages), folded.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd875/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd88p,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb32,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-032,"Kontrakt, [no year] December",[no year] Dec,"Contract for dance performance by Isadora Duncan, represented by Direction Vereinigter Künste, January [no year], signed by a representative [illegible]for Theater des Westens, Charlottenburg, 5 December [no year].","Folded, with 3 holes punched along center left edges. Tear along left center fold. Tear along right center fold.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd88p/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd896,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb74,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-040,"[Agreement], [no year] March",[no year] March,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on March 6 [no year]. Signed by Julius Rudolf, no date, Hannover.","Folded, with 2 holes punched along left center edges. Torn halfway along left margin fold. Tears along right edge. Coffee stain on lower right corner, page 1.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd896/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8bq,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbc6,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-042,"[Agreement], [no year] April",[no year] April,"Agreement for dance performance by Isadora Duncan under the management of Direktion Vereinigter Künste in April [no year]. Signed by Isadora Duncan, no date.","Folded, with 2 holes punched along left center edges. Staining on lower right quadrant of page 1.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8bq/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8c7,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbh8,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-051,"[Agreement], [no year] September 25",[no year] September 25,Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on September 25 [no year].,"Folded, with 2 holes punched along left center edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8c7/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8dr,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbnb,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-053,"[Agreement], [no year] September 27",[no year] September 27,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on September 27 [no year]. Signed by Isadora Duncan, no date.","Folded, with 2 holes punched along left center edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8dr/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8f8,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbsd,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-055,"[Agreement], [no year] November",[no year] November,"Agreement for dance performance by Isadora Duncan under management of Direktion Vereinigter Künste on a unspecified date in November [no year], Neue [illegible] Theater. This contract unsigned.","Folded, with 2 holes punched along left center edge.","Print, 1 leaf (4 pages), folded, with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8f8/manifest
