"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Name.artist","Subject","Type.genre","Rights.permissionNote","Rights.permission","Name.copyrightHolder","Name.repository","Name.publisher","Name.subject","Name.contributor","Name.calligrapher","Name.photographer","Name.manufacturer","Name.donor","Name.creator","Title","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Format.extent","Description.note","Relation.isPartOf","Relation.relatedTo","Coverage.geographic","Format.dimensions","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q8n8","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025q8n8_1833106_master.tif","","","","still image","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_055.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q8n8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q8n8/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q8sb","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q8sb_1767447_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_570.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q8sb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q8sb/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q8zx","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q8zx_1767450_master.tif","","","","still image","copyrighted|~|Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)|~|mural paintings (visual works)","","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_571.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q8zx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q8zx/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q90x","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q90x_1833264_master.tif","","","","still image","copyrighted","Healy, Wayne (American muralist, born 1946)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Ghosts of the Barrio","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_117.tif","1974","1974","1 slide","Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q90x","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q90x/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q940","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q940_1767453_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_572.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q940","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q940/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q982","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q982_1833289_master.tif","","","","still image","copyrighted","Healy, Wayne (American muralist, born 1946)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Ghosts of the Barrio","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_118.tif","1974","1974","1 slide","Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q982","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q982/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q99k","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q99k_1767456_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_573.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q99k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q99k/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9fn","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9fn_1767459_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_574.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9fn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9fn/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9hp","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9hp_1833308_master.tif","","","","still image","copyrighted|~|Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Healy, Wayne (American muralist, born 1946)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Ghosts of the Barrio","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_119.tif","1974","1974","1 slide","Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9hp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9hp/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9m7","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9m7_1767462_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_575.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9m7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9m7/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9p8","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025q9p8_1833325_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Hazard Grande (In Memory of Homeboys and Homegirls)","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_120.tif","1975","1975","1 slide","Building 1425-31Ramona GardensArtists: Big Hazard Gang","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9p8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9p8/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9qs","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9qs_1833614_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_571.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9qs","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9qs/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9r9","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025q9r9_1767651_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_606.tif","1975","1975","1 slide","Artist: Frank Hernandez","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9r9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9r9/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9st","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9st_1767465_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_576.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9st","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9st/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9tb","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025q9tb_1767654_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Blessing of the animals","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_607.tif","1975","1975","1 slide","Olvera streetArtist: Leo Politi","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9tb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9tb/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9vv","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9vv_1767657_master.tif","","","","still image","copyrighted","Politi, Leo (American muralist, illustrator, and author, 1908-1996)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Blessing of the animals","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_608.tif","1975","1975","1 slide","Mural located at La Placita Olvera","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9vv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9vv/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9wc","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025q9wc_1767660_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Blessing of the animals","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_609.tif","1975","1975","1 slide","Olvera StreetArtist: Leo Politi","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9wc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9wc/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9xw","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9xw_1767666_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_610.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9xw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9xw/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025q9zd","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025q9zd_1767468_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_577.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q9zd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q9zd/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb0d","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb0d_1767669_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_611.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb0d","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb0d/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb1x","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb1x_1767672_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_612.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb1x","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb1x/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb2f","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb2f_1767675_master.tif","","","","slides (photographs)","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_613.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb2f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb2f/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb3z","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb3z_1767678_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_614.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb3z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb3z/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb4g","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb4g_1767471_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_578.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb4g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb4g/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb50","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb50_1767681_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_615.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb50","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb50/manifest"
