"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0013xjcg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjcg-1-master.tif","","","488","","","text","","","","","","Page 376b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjcg"
"Picart (Bernard) Collection","ark:/21198/zz0013xjd0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjd0-1-master.tif","","","489","","","text","","","","","","Page 377","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjd0"
"Picart (Bernard) Collection","ark:/21198/zz0013xjfh","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjfh-1-master.tif","","","490","","","text","","","","","","Page 378","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjfh"
"Picart (Bernard) Collection","ark:/21198/zz0013xjg1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjg1-1-master.tif","","","491","","","text","","","","","","Page 379","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjg1"
"Picart (Bernard) Collection","ark:/21198/zz0013xjhj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjhj-1-master.tif","","","492","","","text","","","","","","Page 380","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjhj"
"Picart (Bernard) Collection","ark:/21198/zz0013xjj2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjj2-1-master.tif","","","493","","","text","","","","","","Page 381","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjj2"
"Picart (Bernard) Collection","ark:/21198/zz0013xjkk","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjkk-1-master.tif","","","494","","","text","","","","","","Page 382","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjkk"
"Picart (Bernard) Collection","ark:/21198/zz0013xjm3","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjm3-1-master.tif","","","495","","","still image","","","","","","MARIAGE des LAPONS.","r","","MARIAGE des LAPONS.BAPTÊME des LAPONS.FUNERAILLES des LAPONS.LAPON en extase le TAMBOUR MAGIQUE sur le dos, avant de PRÉDIRE l'avenir.B. Picart sculp. dir. 1726.","Page 382a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjm3"
"Picart (Bernard) Collection","ark:/21198/zz0013xjnm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjnm-1-master.tif","","","496","","","text","","","","","","Page 382b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjnm"
"Picart (Bernard) Collection","ark:/21198/zz0013xjp4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjp4-1-master.tif","","","497","","","text","","","","","","Page 383","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjp4"
"Picart (Bernard) Collection","ark:/21198/zz0013xjqn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjqn-1-master.tif","","","498","","","text","","","","","","Page 384","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjqn"
"Picart (Bernard) Collection","ark:/21198/zz0013xjr5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjr5-1-master.tif","","","499","","","text","","","","","","Page 385","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjr5"
"Picart (Bernard) Collection","ark:/21198/zz0013xjsp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjsp-1-master.tif","","","500","","","text|~|still image","","","","","","Page 386","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjsp"
"Picart (Bernard) Collection","ark:/21198/zz0013xjt6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjt6-1-master.tif","","","501","","","text","","","","","","Page 001","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjt6"
"Picart (Bernard) Collection","ark:/21198/zz0013xjvq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjvq-1-master.tif","","","502","","","text","","","","","","Page 002","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjvq"
"Picart (Bernard) Collection","ark:/21198/zz0013xjw7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjw7-1-master.tif","","","503","","","text|~|still image","","","","","","Page 003","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjw7"
"Picart (Bernard) Collection","ark:/21198/zz0013xjxr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjxr-1-master.tif","","","504","","","text","","","","","","Page 004","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjxr"
"Picart (Bernard) Collection","ark:/21198/zz0013xjz8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xjz8-1-master.tif","","","505","","","text","","","","","","Page 005","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xjz8"
"Picart (Bernard) Collection","ark:/21198/zz0013xk08","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk08-1-master.tif","","","506","","","text","","","","","","Page 006","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk08"
"Picart (Bernard) Collection","ark:/21198/zz0013xk1s","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk1s-1-master.tif","","","507","","","text","","","","","","Page 007","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk1s"
"Picart (Bernard) Collection","ark:/21198/zz0013xk29","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk29-1-master.tif","","","508","","","text","","","","","","Page 008","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk29"
"Picart (Bernard) Collection","ark:/21198/zz0013xk3t","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk3t-1-master.tif","","","509","","","text","","","","","","Page 009","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk3t"
"Picart (Bernard) Collection","ark:/21198/zz0013xk4b","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk4b-1-master.tif","","","510","","","text","","","","","","Page 010","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk4b"
"Picart (Bernard) Collection","ark:/21198/zz0013xk5v","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk5v-1-master.tif","","","511","","","text","","","","","","Page 011","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk5v"
"Picart (Bernard) Collection","ark:/21198/zz0013xk6c","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk6c-1-master.tif","","","512","","","text","","","","","","Page 012","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk6c"
"Picart (Bernard) Collection","ark:/21198/zz0013xk7w","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk7w-1-master.tif","","","513","","","text","","","","","","Page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk7w"
"Picart (Bernard) Collection","ark:/21198/zz0013xk8d","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk8d-1-master.tif","","","514","","","text","","","","","","Page 014","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk8d"
"Picart (Bernard) Collection","ark:/21198/zz0013xk9x","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xk9x-1-master.tif","","","515","","","text","","","","","","Page 015","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xk9x"
"Picart (Bernard) Collection","ark:/21198/zz0013xkbf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkbf-1-master.tif","","","516","","","text","","","","","","Page 016","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkbf"
"Picart (Bernard) Collection","ark:/21198/zz0013xkcz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkcz-1-master.tif","","","517","","","text","","","","","","Page 017","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkcz"
"Picart (Bernard) Collection","ark:/21198/zz0013xkdg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkdg-1-master.tif","","","518","","","text","","","","","","Page 018","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkdg"
"Picart (Bernard) Collection","ark:/21198/zz0013xkf0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkf0-1-master.tif","","","519","","","text","","","","","","Page 019","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkf0"
"Picart (Bernard) Collection","ark:/21198/zz0013xkgh","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkgh-1-master.tif","","","520","","","text","","","","","","Page 020","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkgh"
"Picart (Bernard) Collection","ark:/21198/zz0013xkh1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkh1-1-master.tif","","","521","","","text","","","","","","Page 020a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkh1"
"Picart (Bernard) Collection","ark:/21198/zz0013xkjj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkjj-1-master.tif","","","522","","","still image","","","","","","TEMPLE du FEU.","v","","TEMPLE du FEU.SEPULCHRES des GAURES.","Page 020b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkjj"
"Picart (Bernard) Collection","ark:/21198/zz0013xkk2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkk2-1-master.tif","","","523","","","text","","","","","","Page 021","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkk2"
"Picart (Bernard) Collection","ark:/21198/zz0013xkmk","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkmk-1-master.tif","","","524","","","text","","","","","","Page 022","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkmk"
"Picart (Bernard) Collection","ark:/21198/zz0013xkn3","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkn3-1-master.tif","","","525","","","still image","","","","","","Grand PRETRE des GAURES ou PERSES devant le FEU ayant à la main son RITUEL.","r","","Grand PRETRE des GAURES ou PERSES devant le FEU ayant à la main son RITUEL.Trois differentes TÊTES de PRÊTRES GAURES avec la MITRE et la bouche couverte.","Page 022a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkn3"
"Picart (Bernard) Collection","ark:/21198/zz0013xkpm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkpm-1-master.tif","","","526","","","text","","","","","","Page 022b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkpm"
"Picart (Bernard) Collection","ark:/21198/zz0013xkq4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkq4-1-master.tif","","","527","","","text","","","","","","Page 023","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkq4"
"Picart (Bernard) Collection","ark:/21198/zz0013xkrn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xkrn-1-master.tif","","","528","","","text","","","","","","Page 024","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xkrn"
"Picart (Bernard) Collection","ark:/21198/zz0013xks5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xks5-1-master.tif","","","529","","","text","","","","","","Page 025","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xks5"
"Picart (Bernard) Collection","ark:/21198/zz0013xktp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xktp-1-master.tif","","","530","","","text","","","","","","Page 026","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xktp"
"Picart (Bernard) Collection","ark:/21198/zz0013z42g","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z42g-1-master.tif","","","531","","","text","","","","","","Page 027","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z42g"
"Picart (Bernard) Collection","ark:/21198/zz0013z430","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z430-1-master.tif","","","532","","","text","","","","","","Page 028","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z430"
"Picart (Bernard) Collection","ark:/21198/zz0013z44h","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z44h-1-master.tif","","","533","","","text","","","","","","Page 029","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z44h"
"Picart (Bernard) Collection","ark:/21198/zz0013z451","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z451-1-master.tif","","","534","","","text","","","","","","Page 030","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z451"
"Picart (Bernard) Collection","ark:/21198/zz0013z46j","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z46j-1-master.tif","","","535","","","text","","","","","","Page 030a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z46j"
"Picart (Bernard) Collection","ark:/21198/zz0013z472","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z472-1-master.tif","","","536","","","still image","","","","","","Ceremonie NUPTIALE des PARSIS ou GAURES.","v","","Ceremonie NUPTIALE des PARSIS ou GAURES.BAPTEME par le FEU des GAURES.B. Picart invenit 1728.","Page 030b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z472"
"Picart (Bernard) Collection","ark:/21198/zz0013z48k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z48k-1-master.tif","","","537","","","text","","","","","","Page 031","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z48k"
"Picart (Bernard) Collection","ark:/21198/zz0013z493","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z493-1-master.tif","","","538","","","text","","","","","","Page 032","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z493"
"Picart (Bernard) Collection","ark:/21198/zz0013z4bm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4bm-1-master.tif","","","539","","","text","","","","","","Page 033","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4bm"
"Picart (Bernard) Collection","ark:/21198/zz0013z4c4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4c4-1-master.tif","","","540","","","text","","","","","","Page 034","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4c4"
"Picart (Bernard) Collection","ark:/21198/zz0013z4dn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4dn-1-master.tif","","","541","","","still image","","","","","","PARSIS ou GUEBRE AGONISANT, dont l'AME est reçuë par un CHIEN.","r","","PARSIS ou GUEBRE AGONISANT, dont l'AME est reçuë par un CHIEN.FUNERAÏLLES des PARSIS.B. Picart del. 1727.","Page 034a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4dn"
"Picart (Bernard) Collection","ark:/21198/zz0013z4f5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4f5-1-master.tif","","","542","","","text","","","","","","Page 034b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4f5"
"Picart (Bernard) Collection","ark:/21198/zz0013z4gp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4gp-1-master.tif","","","543","","","text","","","","","","Page 035","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4gp"
"Picart (Bernard) Collection","ark:/21198/zz0013z4h6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4h6-1-master.tif","","","544","","","text","","","","","","Page 036","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4h6"
"Picart (Bernard) Collection","ark:/21198/zz0013z4jq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4jq-1-master.tif","","","545","","","text","","","","","","Page 037","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4jq"
"Picart (Bernard) Collection","ark:/21198/zz0013z4k7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4k7-1-master.tif","","","546","","","text|~|still image","","","","","","Page 038","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4k7"
"Picart (Bernard) Collection","ark:/21198/zz0013z4mr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4mr-1-master.tif","","","547","","","text|~|still image","","","","","","Page 001","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4mr"
"Picart (Bernard) Collection","ark:/21198/zz0013z4n8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4n8-1-master.tif","","","548","","","text","","","","","","Page 002","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4n8"
"Picart (Bernard) Collection","ark:/21198/zz0013z4ps","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4ps-1-master.tif","","","549","","","text","","","","","","Page 003","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4ps"
"Picart (Bernard) Collection","ark:/21198/zz0013z4q9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4q9-1-master.tif","","","550","","","text","","","","","","Page 004","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4q9"
"Picart (Bernard) Collection","ark:/21198/zz0013z4rt","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4rt-1-master.tif","","","551","","","text","","","","","","Page 005","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4rt"
"Picart (Bernard) Collection","ark:/21198/zz0013z4sb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4sb-1-master.tif","","","552","","","text","","","","","","Page 006","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4sb"
"Picart (Bernard) Collection","ark:/21198/zz0013z4tv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4tv-1-master.tif","","","553","","","text","","","","","","Page 006a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4tv"
"Picart (Bernard) Collection","ark:/21198/zz0013z4vc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4vc-1-master.tif","","","554","","","still image","","","","","","Ceremonie Religieuse des Peuples de GUINÉE à l'honneur de leur DIVINITÉ.","v","","Ceremonie Religieuse des Peuples de GUINÉE à l'honneur de leur DIVINITÉ.Autre Ceremonie pour demander de la PLUIE &c.Ceremonie des Peuples de GUINÉE, pour la CIRCONCISION d'un ENFANT.Leur COMMEMORATION des MORTS.B. Picart direxit 1726.","Page 006b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4vc"
"Picart (Bernard) Collection","ark:/21198/zz0013z4ww","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4ww-1-master.tif","","","555","","","text","","","","","","Page 007","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4ww"
"Picart (Bernard) Collection","ark:/21198/zz0013z4xd","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4xd-1-master.tif","","","556","","","text","","","","","","Page 008","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4xd"
"Picart (Bernard) Collection","ark:/21198/zz0013z4zx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z4zx-1-master.tif","","","557","","","text","","","","","","Page 008a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z4zx"
"Picart (Bernard) Collection","ark:/21198/zz0013z50x","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z50x-1-master.tif","","","558","","","still image","","","","","","MANIERE dont les NEGRES de GUINÉE font leur Serment.","v","","MANIERE dont les NEGRES de GUINÉE font leur Serment.MANIERE dont leurs FEMMES se justifient de l'ACCUSATION d'ADULTERE.SUPLICES des PEUPLES de GUINÉE.B. Picart del. 1727.","Page 008b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z50x"
"Picart (Bernard) Collection","ark:/21198/zz0013z51f","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z51f-1-master.tif","","","559","","","text","","","","","","Page 009","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z51f"
"Picart (Bernard) Collection","ark:/21198/zz0013z52z","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z52z-1-master.tif","","","560","","","text","","","","","","Page 010","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z52z"
"Picart (Bernard) Collection","ark:/21198/zz0013z53g","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z53g-1-master.tif","","","561","","","text","","","","","","Page 010a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z53g"
"Picart (Bernard) Collection","ark:/21198/zz0013z540","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z540-1-master.tif","","","562","","","still image","","","","","","MANIERE de se Saluër le matin en GUINÉE","v","","MANIERE de se Saluër le matin en GUINÉELeur MANIERE de se MARIER.CEREMONIES de L'ACCOUCHEMENT.L'ACCOUCHÉE, vâ laver son ENFANT dans la Riviere.B. Picart del. et sculp. dir. 1726.","Page 010b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z540"
