Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchd9,Page,ethiopian/masters/21198-zz001hchd9_1306404_master.tif,Ms. 36_98,,,98,Page 98,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 11 and 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchd9,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchft,Page,ethiopian/masters/21198-zz001hchft_1306407_master.tif,Ms. 36_99,,,99,Page 99,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchft,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchgb,Page,ethiopian/masters/21198-zz001hchgb_1306410_master.tif,Ms. 36_100,,,100,Page 100,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchgb,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchhv,Page,ethiopian/masters/21198-zz001hchhv_1306413_master.tif,Ms. 36_101,,,101,Page 101,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchhv,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchjc,Page,ethiopian/masters/21198-zz001hchjc_1306416_master.tif,Ms. 36_102,,,102,Page 102,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchjc,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchkw,Page,ethiopian/masters/21198-zz001hchkw_1306419_master.tif,Ms. 36_103,,,103,Page 103,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchkw,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchmd,Page,ethiopian/masters/21198-zz001hchmd_1306422_master.tif,Ms. 36_104,,,104,Page 104,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchmd,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchnx,Page,ethiopian/masters/21198-zz001hchnx_1306425_master.tif,Ms. 36_105,,,105,Page 105,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchnx,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchpf,Page,ethiopian/masters/21198-zz001hchpf_1306428_master.tif,Ms. 36_106,,,106,Page 106,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchpf,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchqz,Page,ethiopian/masters/21198-zz001hchqz_1306431_master.tif,Ms. 36_107,,,107,Page 107,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchqz,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchrg,Page,ethiopian/masters/21198-zz001hchrg_1306434_master.tif,Ms. 36_108,,,108,Page 108,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchrg,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchs0,Page,ethiopian/masters/21198-zz001hchs0_1306437_master.tif,Ms. 36_109,,,109,Page 109,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchs0,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchth,Page,ethiopian/masters/21198-zz001hchth_1306440_master.tif,Ms. 36_110,,,110,Page 110,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchth,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchv1,Page,ethiopian/masters/21198-zz001hchv1_1306443_master.tif,Ms. 36_111,,,111,Page 111,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchv1,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchwj,Page,ethiopian/masters/21198-zz001hchwj_1306446_master.tif,Ms. 36_112,,,112,Page 112,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchwj,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchx2,Page,ethiopian/masters/21198-zz001hchx2_1306449_master.tif,Ms. 36_113,,,113,Page 113,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchx2,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchzk,Page,ethiopian/masters/21198-zz001hchzk_1306452_master.tif,Ms. 36_114,,,114,Page 114,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchzk,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj0k,Page,ethiopian/masters/21198-zz001hcj0k_1306455_master.tif,Ms. 36_115,,,115,Page 115,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj0k,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj13,Page,ethiopian/masters/21198-zz001hcj13_1306458_master.tif,Ms. 36_116,,,116,Page 116,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 12,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj13,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj2m,Page,ethiopian/masters/21198-zz001hcj2m_1306461_master.tif,Ms. 36_117,,,117,Page 117,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 12 and 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj2m,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj34,Page,ethiopian/masters/21198-zz001hcj34_1306464_master.tif,Ms. 36_118,,,118,Page 118,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj34,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj4n,Page,ethiopian/masters/21198-zz001hcj4n_1306467_master.tif,Ms. 36_119,,,119,Page 119,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj4n,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj55,Page,ethiopian/masters/21198-zz001hcj55_1306470_master.tif,Ms. 36_120,,,120,Page 120,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj55,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj6p,Page,ethiopian/masters/21198-zz001hcj6p_1306473_master.tif,Ms. 36_121,,,121,Page 121,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj6p,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj76,Page,ethiopian/masters/21198-zz001hcj76_1306476_master.tif,Ms. 36_122,,,122,Page 122,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj76,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj8q,Page,ethiopian/masters/21198-zz001hcj8q_1306479_master.tif,Ms. 36_123,,,123,Page 123,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj8q,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcj97,Page,ethiopian/masters/21198-zz001hcj97_1306482_master.tif,Ms. 36_124,,,124,Page 124,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcj97,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjbr,Page,ethiopian/masters/21198-zz001hcjbr_1306485_master.tif,Ms. 36_125,,,125,Page 125,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjbr,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjc8,Page,ethiopian/masters/21198-zz001hcjc8_1306488_master.tif,Ms. 36_126,,,126,Page 126,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjc8,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjds,Page,ethiopian/masters/21198-zz001hcjds_1306491_master.tif,Ms. 36_127,,,127,Page 127,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjds,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjf9,Page,ethiopian/masters/21198-zz001hcjf9_1306494_master.tif,Ms. 36_128,,,128,Page 128,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 13,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjf9,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjgt,Page,ethiopian/masters/21198-zz001hcjgt_1306497_master.tif,Ms. 36_129,,,129,Page 129,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 13 and 14,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjgt,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjhb,Page,ethiopian/masters/21198-zz001hcjhb_1306500_master.tif,Ms. 36_130,,,130,Page 130,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 14,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjhb,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjjv,Page,ethiopian/masters/21198-zz001hcjjv_1306503_master.tif,Ms. 36_131,,,131,Page 131,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 14 and 15,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjjv,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjkc,Page,ethiopian/masters/21198-zz001hcjkc_1306506_master.tif,Ms. 36_132,,,132,Page 132,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 15,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjkc,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjmw,Page,ethiopian/masters/21198-zz001hcjmw_1306509_master.tif,Ms. 36_133,,,133,Page 133,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 15 and 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjmw,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjnd,Page,ethiopian/masters/21198-zz001hcjnd_1306512_master.tif,Ms. 36_134,,,134,Page 134,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjnd,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjpx,Page,ethiopian/masters/21198-zz001hcjpx_1306515_master.tif,Ms. 36_135,,,135,Page 135,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjpx,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjqf,Page,ethiopian/masters/21198-zz001hcjqf_1306518_master.tif,Ms. 36_136,,,136,Page 136,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjqf,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjrz,Page,ethiopian/masters/21198-zz001hcjrz_1306521_master.tif,Ms. 36_137,,,137,Page 137,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjrz,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjsg,Page,ethiopian/masters/21198-zz001hcjsg_1306524_master.tif,Ms. 36_138,,,138,Page 138,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjsg,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjt0,Page,ethiopian/masters/21198-zz001hcjt0_1306527_master.tif,Ms. 36_139,,,139,Page 139,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 16,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjt0,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjvh,Page,ethiopian/masters/21198-zz001hcjvh_1306530_master.tif,Ms. 36_140,,,140,Page 140,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjvh,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjw1,Page,ethiopian/masters/21198-zz001hcjw1_1306533_master.tif,Ms. 36_141,,,141,Page 141,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjw1,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjxj,Page,ethiopian/masters/21198-zz001hcjxj_1306536_master.tif,Ms. 36_142,,,142,Page 142,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjxj,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcjz2,Page,ethiopian/masters/21198-zz001hcjz2_1306539_master.tif,Ms. 36_143,,,143,Page 143,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcjz2,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck02,Page,ethiopian/masters/21198-zz001hck02_1306542_master.tif,Ms. 36_144,,,144,Page 144,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck02,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck1k,Page,ethiopian/masters/21198-zz001hck1k_1306545_master.tif,Ms. 36_145,,,145,Page 145,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck1k,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck23,Page,ethiopian/masters/21198-zz001hck23_1306548_master.tif,Ms. 36_146,,,146,Page 146,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck23,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck3m,Page,ethiopian/masters/21198-zz001hck3m_1306551_master.tif,Ms. 36_147,,,147,Page 147,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck3m,
