"Project Name","Parent ARK","Item ARK","Object Type","viewingHint","Text direction","File Name","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zjm","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zjm_1276036_master.tif","Ms. 8_85","89","Page 85","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zjm",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zk4","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zk4_773224_master.tif","Ms. 8_86","90","Page 86","","","pd","","gez","","Maheleta Sege (Song of Sege (Mary)|~|ማሕሌተ ጽጌ","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zk4",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zmn","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zmn_773230_master.tif","Ms. 8_87","91","Page 87","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zmn",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zn5","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zn5_773236_master.tif","Ms. 8_88","92","Page 88","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zn5",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zpp","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zpp_773244_master.tif","Ms. 8_89","93","Page 89","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zpp",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zq6","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zq6_773249_master.tif","Ms. 8_90","94","Page 90","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zq6",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zrq","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zrq_1276039_master.tif","Ms. 8_91","95","Page 91","","","pd","","gez","","Maheleta Sege (Song of Sege (Mary)|~|ማሕሌተ ጽጌ","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zrq",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zs7","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zs7_773257_master.tif","Ms. 8_92","96","Page 92","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zs7",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7ztr","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7ztr_773264_master.tif","Ms. 8_93","97","Page 93","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7ztr",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zv8","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zv8_773274_master.tif","Ms. 8_94","98","Page 94","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zv8",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zws","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zws_773281_master.tif","Ms. 8_95","99","Page 95","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zws",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zx9","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zx9_773289_master.tif","Ms. 8_96","100","Page 96","","","pd","","gez","","Maheleta Sege (Song of Sege (Mary)|~|ማሕሌተ ጽጌ","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zx9",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7zzt","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7zzt_773295_master.tif","Ms. 8_97","101","Page 97","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7zzt",""
