"Project Name","Parent ARK","Item ARK","Object Type","viewingHint","Text direction","File Name","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8448","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8448_773562_master.tif","Ms. 8_135","139","Page 135","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8448",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d845s","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d845s_773565_master.tif","Ms. 8_136","140","Page 136","","","pd","","gez","","Maheleta Sege (Song of Sege (Mary)|~|ማሕሌተ ጽጌ","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d845s",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8469","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8469_773568_master.tif","Ms. 8_137","141","Page 137","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8469",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d847t","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d847t_773571_master.tif","Ms. 8_138","142","Page 138","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d847t",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d848b","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d848b_773574_master.tif","Ms. 8_139","143","Page 139","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d848b",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d849v","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d849v_773577_master.tif","Ms. 8_140","144","Page 140","","","pd","","gez","","ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d849v",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84bc","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84bc_773580_master.tif","Ms. 8_141","145","Page 141","","","pd","","gez","","Maheleta Sege (Song of Sege (Mary)|~|ማሕሌተ ጽጌ","Canticles of the Flower (Mary)","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡|~|Scribe's name for the second and third books is Habeta Mareyam.|~|Canticles of the Flower was owned by Hayela Sellase and the second owner of that book is Waleda Mareyam.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84bc",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84cw","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84cw_773586_master.tif","Ms. 8_142","146","Page 142","","","pd","","gez","","ሰይፈ ሥላሴ|~|ማሕሌተ ጽጌ|~|Maheleta Sege (Song of Sege (Mary)","Canticles of the Flower (Mary)|~|Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Maheleta Sege (Song of Sege (Mary) ማኅሌተ ጽጌ ; በስመ ፡እግዚአብሔር፡ ሕያው፡ በልሳነ ፡ኲሎ፡ ፍጡር፡ ዘይትነበብ፡ ወበስምኪ፡ ድንግል ፡ወላዲተ፡ አምላክ፡ ክቡር፡ ማኅሌተ፡ ጽጌ፡ ወጠንኩ፡ በቃለ፡ ሐዋዝ፡ መዝሙር፡ ማርያ፡ ድንግል፡ ንግሥተ፡ ሰማያት፡ ወምድር ፡አምጣነ፡ ይጥዕም፡ ውዳሴኪ ፡እመዓር፡ ወሦከር፡፡ ; ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ ፡መላእክት፡ትጉሃን፡ ስብሐት ፡ለኪ ፡ማርያም፡ በጽጌ፡ ነቢያት፡ ወሐዋርያት፡ ስብሐት፡ ለኪ ፡ማርያም፡ በጽጌ ፡ሰማዕታት፡ ወጻድቃን ፡ ስብሐት፡ ለኪ፡ ማርያም፡ በጽጌ፡ ተአምር፡  ወይን፡ ወበተአምርኪ፡ ወይን፡ ይትፌሣሕ፡ ኅዙን፡፡ ኦ ፡እግዝእትየ፡ ማርያም፡ ዕቀብኒ ፡እመከራ፡ ሥጋ ፡ወነፍስ፡ ሊተ፡ ለገብርኪ፡ ወልደ ፡ማርያም፡ ምስለ ጸሐፊሁ፡ ሀብተ ፡ማርያም፡ ለዓለመ፡ ዓለም፡ አሜን፡፡|~|Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84cw",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84dd","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84dd_773590_master.tif","Ms. 8_143","147","Page 143","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84dd",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84fx","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84fx_773596_master.tif","Ms. 8_144","148","Page 144","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84fx",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84gf","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84gf_773601_master.tif","Ms. 8_145","149","Page 145","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84gf",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84hz","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84hz_773604_master.tif","Ms. 8_146","150","Page 146","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84hz",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d84jg","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d84jg_773607_master.tif","Ms. 8_147","151","Page 147","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d84jg",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8516","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8516_773613_master.tif","Ms. 8_148","152","Page 148","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8516",""
