"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Rights.permission","Name.subject","Name.photographer","Rights.copyrightStatus","Alt ID.local","Relation.isPartOf","Title","Date.creation","Format.dimensions","Format.extent","Bucketeer State","IIIF Access URL"
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hcz","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hcz_2376377_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp098","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hdg","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hdg_2376347_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp088","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Contemporary Jazz Ensemble","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hf0","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hf0_2376386_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp101","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hgh","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hgh_2376350_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp089","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Contemporary Jazz Ensemble","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hh1","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hh1_2376383_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp100","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hjj","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hjj_2376353_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp090","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Contemporary Jazz Ensemble","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hk2","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hk2_2376380_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp099","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hmk","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hmk_2376356_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp091","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hn3","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hn3_2376344_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp087","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Jazz Orchestra","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hpm","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hpm_2376359_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp095","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Unidentified Guest Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hq4","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hq4_2376338_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp085","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Latin Jazz Ensemble","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hrn","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hrn_2376362_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp092","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Unidentified Guest Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hs5","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hs5_2376332_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp083","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Jazz Combo","06/02/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2htp","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2htp_2376425_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp114","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hv6","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hv6_2376401_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp106","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hwq","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hwq_2376428_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp115","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hx7","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hx7_2376407_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp108","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hzr","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hzr_2376431_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp116","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j0r","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j0r_2376395_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp104","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j18","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j18_2376434_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp117","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j2s","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j2s_2376398_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp105","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j39","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j39_2376437_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp118","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j4t","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j4t_2376410_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp109","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j5b","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j5b_2376443_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp120","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j6v","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j6v_2376413_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp110","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j7c","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j7c_2376446_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp121","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Native Americans - Unidentified Ensemble","","3 1/2 x 5 in.","1 photograph: color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j8w","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j8w_2376416_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp111","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2j9d","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2j9d_2376440_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp119","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jbx","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jbx_2376419_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp112","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jcf","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jcf_2376389_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp102","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jdz","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jdz_2376404_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp107","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Sri Lanka - Unidentified Performers at Fowler Museum","","4 x 6 in.","1 photograph: color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jfg","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jfg_2376392_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp103","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jg0","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jg0_2376422_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp113","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Korean Dancers and Musicians","February 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jhh","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jhh_2376449_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp122","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Native Americans - Unidentified Ensemble","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jj1","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jj1_2376464_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp127","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Indian Musicians","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jkj","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jkj_2376452_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp123","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Native Americans - Unidentified Ensemble","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jm2","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jm2_2376482_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp128","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Indian Musicians","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jnk","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jnk_2376455_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp124","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Native Americans - Unidentified Ensemble","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jp3","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jp3_2376491_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp130","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Bulgarian Musicians","October 1998","5 x 7 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jqm","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jqm_2376458_master.tif","","","","still image","black-and-white photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp125","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","","3 1/2 x 5 in.","1 photograph: b&w","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jqm"
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jr4","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jr4_2376494_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp131","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Indian Dancers and Musicians","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jsn","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jsn_2376461_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp126","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jt5","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jt5_2376485_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp129","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Indian Musicians","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jvp","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jvp_2376647_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp155","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jw6","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jw6_2376497_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp132","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Indian Dancers and Musicians","","4 x 6 in.","1 photograph : color","failed",
