Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.generalNote,Name.repository,Subject,Rights.countryCreation,Date.normalized,Title,Date.creation,Alt ID.local,Coverage.geographic,Description.note,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfbn,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfbn_2176154_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-044 [METADATA],1970,RSSP_CSRC_2B-044,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfbn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfbn/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfc5,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfc5_2176046_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-009 [METADATA],1970,RSSP_CSRC_2B-009,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfc5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfc5/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfdp,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfdp_2176076_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-019 [METADATA],1970,RSSP_CSRC_2B-019,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfdp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfdp/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czff6,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czff6_2176205_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2C-008 [METADATA],1970,RSSP_CSRC_2C-008,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czff6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czff6/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfgq,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002czfgq_2107641_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of grazed item,1970,RSSP_CSRC_ENV_2A_Roll_03-23A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfgq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfgq/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfh7,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfh7_2176199_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2C-006 [METADATA],1970,RSSP_CSRC_2C-006,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfh7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfh7/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfjr,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfjr_2176052_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-010 [METADATA],1970,RSSP_CSRC_2B-010,East Los Angeles,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfjr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfjr/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfk8,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfk8_2176079_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-020 [METADATA],1970,RSSP_CSRC_2B-020,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfk8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfk8/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfms,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfms_2176130_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-037 [METADATA],1970,RSSP_CSRC_2B-037,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfms,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfms/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfn9,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfn9_2107623_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_2A_Roll_03-16A [INCOMPLETE],1970,RSSP_CSRC_ENV_2A_Roll_03-16A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfn9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfn9/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfpt,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfpt_2176082_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-021 [METADATA],1970,RSSP_CSRC_2B-021,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfpt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfpt/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfqb,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfqb_2176055_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-011 [METADATA],1970,RSSP_CSRC_2B-011,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfqb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfqb/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfsc,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002czfsc_2107635_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley that runs parallel to Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_03-21A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfsc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfsc/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czftw,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czftw_2176187_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2C-003 [METADATA],1970,RSSP_CSRC_2C-003,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czftw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czftw/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czfvd,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czfvd_2176085_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-022 [METADATA],1970,RSSP_CSRC_2B-022,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czfvd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czfvd/manifest
