Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.genre,Type.typeOfResource,Subject,Rights.permission,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.artist,Name.designer,Name.photographer,Rights.rightsHolderContact,Format.medium,Description.note,Format.extent,Alt ID.collection,Date.creation,Alt ID.local,Date.normalized,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019ntw0,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019ntw0_730740_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,Paper fashions,1 slide,,,CSRC_PVALDEZPaperFashions_img001.tif,,(metadata) CSRC_PVALDEZPaperFashions_img001.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ntw0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019ntw0/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019ntxh,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019ntxh_730758_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZPaperFashions_img006.tif,,(metadata) CSRC_PVALDEZPaperFashions_img006.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ntxh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019ntxh/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019ntz1,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019ntz1_730785_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZPaperFashions_img015.tif,,(metadata) CSRC_PVALDEZPaperFashions_img015.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ntz1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019ntz1/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv01,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv01_730779_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZPaperFashions_img013.tif,,(metadata) CSRC_PVALDEZPaperFashions_img013.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv01/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv1j,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv1j_730830_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img013.tif,,(metadata) Dede with ....,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv1j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv1j/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv22,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv22_730743_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,Paper fashions,1 slide,,,CSRC_PVALDEZPaperFashions_img002.tif,,(metadata) CSRC_PVALDEZPaperFashions_img002.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv22/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv3k,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv3k_730761_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZPaperFashions_img007.tif,,(metadata) CSRC_PVALDEZPaperFashions_img007.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv3k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv3k/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv43,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv43_730725_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,1986,CSRC_PATSSIVALDE_Installation_img135.tif,1986,Alter with Living Saint/Day of the Dead,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv43/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv5m,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv5m_730782_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZPaperFashions_img014.tif,,(metadata) CSRC_PVALDEZPaperFashions_img014.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv5m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv5m/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv64,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv64_730728_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,Installation site: Otis Gallery,1 slide,,1986?,CSRC_PATSSIVALDE_Installation_img136.tif,1986,Broken (img36 copy),succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv64,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv64/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv7n,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv7n_730746_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,Paper fashions,1 slide,,1986,CSRC_PVALDEZPaperFashions_img003.tif,1986,Day of the Dead,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv7n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv7n/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv85,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv85_730764_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Paper garments|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZPaperFashions_img008.tif,,(metadata) CSRC_PVALDEZPaperFashions_img008.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv85,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv85/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nv9p,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nv9p_730710_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,1986,CSRC_PATSSIVALDE_Installation_img130.tif,1986,Alter with Living Saint/Day of the Dead,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nv9p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nv9p/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvb6,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvb6_730851_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img006.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img006.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvb6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvb6/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvcq,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvcq_730833_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img014.tif,,(metadata) Dede with ...,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvcq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvcq/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvd7,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvd7_730884_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img017.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img017.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvd7/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvfr,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvfr_730863_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img010.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img010.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvfr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvfr/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvg8,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvg8_730803_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpage1_img004.TIF,,(metadata) CSRC_PATSSIVALDEZ_PHOTOpage1_img004.TIF,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvg8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvg8/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvhs,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvhs_730854_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img007.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img007.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvhs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvhs/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvj9,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvj9_730836_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img015.tif,,(metadata) Dede with ...,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvj9/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvkt,ark:/21198/zz0017r42z,1,In progress,Work,,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img018.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img018.tif,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvkt/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvmb,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvmb_730866_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img011.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img011.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvmb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvmb/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvnv,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvnv_730887_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img019.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img019.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvnv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvnv/manifest
