Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.genre,Type.typeOfResource,Subject,Rights.permission,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.artist,Name.designer,Name.photographer,Rights.rightsHolderContact,Format.medium,Description.note,Format.extent,Alt ID.collection,Date.creation,Alt ID.local,Date.normalized,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982pb,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982pb_730587_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,Photocredit Art & Clarity ©1993,1 slide,,,CSRC_PATSSIVALDE_Installation_img088.tif,,(metadata) CSRC_PATSSIVALDE_Installation_img088.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982pb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982pb/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982qv,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982qv_730479_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img038.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982qv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982qv/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982rc,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982rc_730455_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img030.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982rc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982rc/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982td,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982td_730437_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,"Installation site: Barnsdall Art Gallery, Los Angeles",1 slide,,1990,CSRC_PATSSIVALDE_Installation_img022.tif,1990,The Room,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982td,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982td/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982vx,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982vx_730518_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Altar installation,,1 slide,,,CSRC_PATSSIVALDE_Installation_img056.tif,,(metadata) CSRC_PATSSIVALDE_Installation_img056.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982vx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982vx/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982xz,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982xz_730590_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,No info,1 slide,,1985?,CSRC_PATSSIVALDE_Installation_img090.tif,1985,Day of the Dead,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982xz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982xz/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019830g,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019830g_730482_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img039.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019830g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019830g/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00198310,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00198310_730458_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img031.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00198310,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00198310/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00198331,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00198331_730440_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,"Installation site: Barnsdall Art Gallery, Los Angeles",1 slide,,1990,CSRC_PATSSIVALDE_Installation_img023.tif,1990,The Room,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00198331,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00198331/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00198352,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00198352_730476_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img037.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00198352,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00198352/manifest
