Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.author,Name.printer,Subject,Name.editor,Title,AltIdentifier.local,Relation.rectoVerso,Description.note,Date.publication,Publisher.publisherName,Date.normalized,Publisher.placeOfOrigin
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq7g,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0179.tif,179,,,,,,,text,pd,,,,,,,Page 172,pasc_antiphonarium_1685_0179,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq80,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0180.tif,180,,,,,,,text,pd,,,,,,,Page 173,pasc_antiphonarium_1685_0180,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq9h,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0181.tif,181,,,,,,,text,pd,,,,,,,Page 174,pasc_antiphonarium_1685_0181,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqb1,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0182.tif,182,,,,,,,text,pd,,,,,,,Page 175,pasc_antiphonarium_1685_0182,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqcj,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0183.tif,183,,,,,,,text,pd,,,,,,,Page 176,pasc_antiphonarium_1685_0183,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqd2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0184.tif,184,,,,,,,text,pd,,,,,,,Page 177,pasc_antiphonarium_1685_0184,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqfk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0185.tif,185,,,,,,,text,pd,,,,,,,Page 178,pasc_antiphonarium_1685_0185,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqg3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0186.tif,186,,,,,,,text,pd,,,,,,,Page 179,pasc_antiphonarium_1685_0186,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqhm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0187.tif,187,,,,,,,text,pd,,,,,,,Page 180,pasc_antiphonarium_1685_0187,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqj4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0188.tif,188,,,,,,,text,pd,,,,,,,Page 181,pasc_antiphonarium_1685_0188,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqkn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0189.tif,189,,,,,,,text,pd,,,,,,,Page 182,pasc_antiphonarium_1685_0189,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqm5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0190.tif,190,,,,,,,text,pd,,,,,,,Page 183,pasc_antiphonarium_1685_0190,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqnp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0191.tif,191,,,,,,,text,pd,,,,,,,Page 184,pasc_antiphonarium_1685_0191,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqp6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0192.tif,192,,,,,,,text,pd,,,,,,,Page 185,pasc_antiphonarium_1685_0192,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqqq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0193.tif,193,,,,,,,text,pd,,,,,,,Page 186,pasc_antiphonarium_1685_0193,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqr7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0194.tif,194,,,,,,,text,pd,,,,,,,Page 187,pasc_antiphonarium_1685_0194,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqsr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0195.tif,195,,,,,,,text,pd,,,,,,,Page 188,pasc_antiphonarium_1685_0195,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqt8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0196.tif,196,,,,,,,text,pd,,,,,,,Page 189,pasc_antiphonarium_1685_0196,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqvs,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0197.tif,197,,,,,,,text,pd,,,,,,,Page 190,pasc_antiphonarium_1685_0197,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqw9,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0198.tif,198,,,,,,,text,pd,,,,,,,Page 191,pasc_antiphonarium_1685_0198,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqxt,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0199.tif,199,,,,,,,text,pd,,,,,,,Page 192,pasc_antiphonarium_1685_0199,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sqzb,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0200.tif,200,,,,,,,text,pd,,,,,,,Page 193,pasc_antiphonarium_1685_0200,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr0b,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0201.tif,201,,,,,,,text,pd,,,,,,,Page 194,pasc_antiphonarium_1685_0201,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr1v,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0202.tif,202,,,,,,,text,pd,,,,,,,Page 195,pasc_antiphonarium_1685_0202,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr2c,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0203.tif,203,,,,,,,text,pd,,,,,,,Page 196,pasc_antiphonarium_1685_0203,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr3w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0204.tif,204,,,,,,,text,pd,,,,,,,Page 197,pasc_antiphonarium_1685_0204,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr4d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0205.tif,205,,,,,,,text,pd,,,,,,,Page 198,pasc_antiphonarium_1685_0205,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr5x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0206.tif,206,,,,,,,text,pd,,,,,,,Page 199,pasc_antiphonarium_1685_0206,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr6f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0207.tif,207,,,,,,,text,pd,,,,,,,Page 200,pasc_antiphonarium_1685_0207,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr7z,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0208.tif,208,,,,,,,text,pd,,,,,,,Page 201,pasc_antiphonarium_1685_0208,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr8g,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0209.tif,209,,,,,,,text,pd,,,,,,,Page 202,pasc_antiphonarium_1685_0209,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sr90,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0210.tif,210,,,,,,,text,pd,,,,,,,Page 203,pasc_antiphonarium_1685_0210,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srbh,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0211.tif,211,,,,,,,text,pd,,,,,,,Page 204,pasc_antiphonarium_1685_0211,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028src1,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0212.tif,212,,,,,,,text,pd,,,,,,,Page 205,pasc_antiphonarium_1685_0212,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srdj,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0213.tif,213,,,,,,,text,pd,,,,,,,Page 206,pasc_antiphonarium_1685_0213,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srf2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0214.tif,214,,,,,,,text,pd,,,,,,,Page 207,pasc_antiphonarium_1685_0214,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srgk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0215.tif,215,,,,,,,text,pd,,,,,,,Page 208,pasc_antiphonarium_1685_0215,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srh3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0216.tif,216,,,,,,,text,pd,,,,,,,Page 209,pasc_antiphonarium_1685_0216,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srjm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0217.tif,217,,,,,,,text,pd,,,,,,,Page 210,pasc_antiphonarium_1685_0217,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srk4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0218.tif,218,,,,,,,text,pd,,,,,,,Page 211,pasc_antiphonarium_1685_0218,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srmn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0219.tif,219,,,,,,,text,pd,,,,,,,Page 212,pasc_antiphonarium_1685_0219,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srn5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0220.tif,220,,,,,,,text,pd,,,,,,,Page 213,pasc_antiphonarium_1685_0220,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srpp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0221.tif,221,,,,,,,text,pd,,,,,,,Page 214,pasc_antiphonarium_1685_0221,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srq6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0222.tif,222,,,,,,,text,pd,,,,,,,Page 215,pasc_antiphonarium_1685_0222,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srrq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0223.tif,223,,,,,,,text,pd,,,,,,,Page 216,pasc_antiphonarium_1685_0223,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srs7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0224.tif,224,,,,,,,text,pd,,,,,,,Page 217,pasc_antiphonarium_1685_0224,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srtr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0225.tif,225,,,,,,,text,pd,,,,,,,Page 218,pasc_antiphonarium_1685_0225,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srv8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0226.tif,226,,,,,,,text,pd,,,,,,,Page 219,pasc_antiphonarium_1685_0226,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srws,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0227.tif,227,,,,,,,text,pd,,,,,,,Page 220,pasc_antiphonarium_1685_0227,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srx9,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0228.tif,228,,,,,,,text,pd,,,,,,,Page 221,pasc_antiphonarium_1685_0228,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028srzt,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0229.tif,229,,,,,,,text,pd,,,,,,,Page 222,pasc_antiphonarium_1685_0229,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss0t,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0230.tif,230,,,,,,,text,pd,,,,,,,Page 223,pasc_antiphonarium_1685_0230,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss1b,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0231.tif,231,,,,,,,text,pd,,,,,,,Page 224,pasc_antiphonarium_1685_0231,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss2v,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0232.tif,232,,,,,,,text,pd,,,,,,,Page 225,pasc_antiphonarium_1685_0232,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss3c,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0233.tif,233,,,,,,,text,pd,,,,,,,Page 226,pasc_antiphonarium_1685_0233,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss4w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0234.tif,234,,,,,,,text,pd,,,,,,,Page 227,pasc_antiphonarium_1685_0234,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss5d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0235.tif,235,,,,,,,text,pd,,,,,,,Page 228,pasc_antiphonarium_1685_0235,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss6x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0236.tif,236,,,,,,,text,pd,,,,,,,Page 229,pasc_antiphonarium_1685_0236,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss7f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0237.tif,237,,,,,,,text,pd,,,,,,,Page 230,pasc_antiphonarium_1685_0237,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss8z,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0238.tif,238,,,,,,,text,pd,,,,,,,Page 231,pasc_antiphonarium_1685_0238,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ss9g,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0239.tif,239,,,,,,,text,pd,,,,,,,Page 232,pasc_antiphonarium_1685_0239,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssb0,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0240.tif,240,,,,,,,text,pd,,,,,,,Page 233,pasc_antiphonarium_1685_0240,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssch,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0241.tif,241,,,,,,,text,pd,,,,,,,Page 234,pasc_antiphonarium_1685_0241,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssd1,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0242.tif,242,,,,,,,text,pd,,,,,,,Page 235,pasc_antiphonarium_1685_0242,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssfj,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0243.tif,243,,,,,,,text,pd,,,,,,,Page 236,pasc_antiphonarium_1685_0243,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssg2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0244.tif,244,,,,,,,text,pd,,,,,,,Page 237,pasc_antiphonarium_1685_0244,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sshk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0245.tif,245,,,,,,,text,pd,,,,,,,Page 238,pasc_antiphonarium_1685_0245,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssj3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0246.tif,246,,,,,,,text,pd,,,,,,,Page 239,pasc_antiphonarium_1685_0246,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sskm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0247.tif,247,,,,,,,text,pd,,,,,,,Page 240,pasc_antiphonarium_1685_0247,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssm4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0248.tif,248,,,,,,,text,pd,,,,,,,Page 241,pasc_antiphonarium_1685_0248,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssnn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0249.tif,249,,,,,,,text,pd,,,,,,,Page 242,pasc_antiphonarium_1685_0249,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssp5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0250.tif,250,,,,,,,text,pd,,,,,,,Page 243,pasc_antiphonarium_1685_0250,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssqp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0251.tif,251,,,,,,,text,pd,,,,,,,Page 244,pasc_antiphonarium_1685_0251,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssr6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0252.tif,252,,,,,,,text,pd,,,,,,,Page 245,pasc_antiphonarium_1685_0252,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sssq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0253.tif,253,,,,,,,text,pd,,,,,,,Page 246,pasc_antiphonarium_1685_0253,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sst7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0254.tif,254,,,,,,,text,pd,,,,,,,Page 247,pasc_antiphonarium_1685_0254,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssvr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0255.tif,255,,,,,,,text,pd,,,,,,,Page 248,pasc_antiphonarium_1685_0255,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssw8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0256.tif,256,,,,,,,text,pd,,,,,,,Page 249,pasc_antiphonarium_1685_0256,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssxs,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0257.tif,257,,,,,,,text,pd,,,,,,,Page 250,pasc_antiphonarium_1685_0257,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028ssz9,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0258.tif,258,,,,,,,text,pd,,,,,,,Page 251,pasc_antiphonarium_1685_0258,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st09,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0259.tif,259,,,,,,,text,pd,,,,,,,Page 252,pasc_antiphonarium_1685_0259,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st1t,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0260.tif,260,,,,,,,text,pd,,,,,,,Page 253,pasc_antiphonarium_1685_0260,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st2b,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0261.tif,261,,,,,,,text,pd,,,,,,,Page 254,pasc_antiphonarium_1685_0261,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st3v,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0262.tif,262,,,,,,,text,pd,,,,,,,Page 255,pasc_antiphonarium_1685_0262,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st4c,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0263.tif,263,,,,,,,text,pd,,,,,,,Page 256,pasc_antiphonarium_1685_0263,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st5w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0264.tif,264,,,,,,,text,pd,,,,,,,Page 257,pasc_antiphonarium_1685_0264,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st6d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0265.tif,265,,,,,,,text,pd,,,,,,,Page 258,pasc_antiphonarium_1685_0265,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st7x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0266.tif,266,,,,,,,text,pd,,,,,,,Page 259,pasc_antiphonarium_1685_0266,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st8f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0267.tif,267,,,,,,,text,pd,,,,,,,Page 260,pasc_antiphonarium_1685_0267,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028st9z,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0268.tif,268,,,,,,,text,pd,,,,,,,Page 261,pasc_antiphonarium_1685_0268,r,,,,,
